Test Case Name,Build ID,Flaky Frequency,Traceback Coverage,Test Smells,Previous State,Test Size,Flaky or Not
test_run_async_query,627063298,0.69,1,1,0,28,0
test_run_async_query_with_lower_limit,627063298,0.69,0,1,0,27,1
test_import_table_1_col_1_met,626927976,0.43,1,0,0,14,0
test_import_table_2_col_2_met,626927976,0.43,1,0,0,11,0
test_import_table_no_metadata,626927976,0.43,1,0,0,7,0
test_import_table_override_append,626927976,0.43,1,0,0,25,0
test_import_table_override_identical,626927976,0.43,1,0,0,21,0
test_import_table_override_sync,626927976,0.43,0,0,0,27,0
test_import_table_1_col_1_met,626840036,0.5,1,0,0,14,0
test_import_table_2_col_2_met,626840036,0.5,1,0,0,11,0
test_import_table_no_metadata,626840036,0.5,1,0,0,7,0
test_import_table_override_append,626840036,0.5,1,0,0,25,0
test_import_table_override_identical,626840036,0.5,1,0,0,21,0
test_import_table_override_sync,626840036,0.5,1,0,0,27,0
test_filter_endpoint,626514941,0.57,0,3,0,17,1
test_old_slice_csv_endpoint,626514941,0.58,0,0,0,7,0
test_select_star,626514941,0.42,1,0,0,20,0
test_slice_csv_endpoint,626514941,0.65,1,0,0,7,0
test_sqllab_backend_persistence_payload,626514941,0.4,0,0,0,39,1
test_table_metadata,626514941,0.55,0,0,0,5,1
test_templated_sql_json,626514941,0.68,0,0,0,4,1
test_external_metadata,626514941,0.38,0,2,0,14,1
test_multi_statement,626514941,0.49,1,0,0,6,0
test_select_star,626514941,0.42,1,0,0,20,0
test_single_statement,626514941,0.49,0,0,0,6,0
test_alias_duplicate,626514941,0.63,0,0,0,6,1
test_explain,626514941,0.63,0,0,0,3,1
test_multi_sql,626514941,0.63,0,0,0,7,1
test_sql_json,626514941,0.63,0,0,0,5,1
test_sql_json_has_access,626514941,0.63,0,0,0,25,1
test_sql_limit,626514941,0.67,0,0,0,20,1
test_import_csv,626514941,0.67,0,4,0,85,1
test_old_slice_json_endpoint,626514941,0.6,1,0,0,9,0
test_slice_json_endpoint,626514941,0.67,1,0,0,4,0
test_slice_payload_no_data,626514941,0.7,0,0,0,20,0
test_slices,626514941,0.68,0,3,0,14,1
test_testconn,626514941,0.63,0,0,0,28,1
test_query_with_expr_groupby,626514941,0.56,0,0,0,1,1
test_query_with_expr_groupby_timeseries,626514941,0.56,0,1,0,11,1
test_search_query_on_status,626514941,0.63,0,0,0,12,1
test_add_slices,626353912,0.67,1,2,0,30,0
test_import_slices_for_non_existent_table,626353912,0.5,0,0,0,5,0
test_run_query_order_by_metrics,609480832,0.25,1,0,3,126,1
test_run_query_single_groupby,609480832,0.25,1,0,3,93,1
test_send_bcc_smtp,609480832,0.25,1,0,3,22,0
test_send_mime,609480832,0.25,1,1,3,13,0
test_send_mime_dryrun,609480832,0.25,1,0,3,5,0
test_send_mime_noauth,609480832,0.25,1,1,3,8,0
test_send_mime_ssl,609480832,0.25,1,1,3,8,0
test_send_smtp,609480832,0.25,1,0,3,17,0
test_send_smtp_data,609480832,0.25,1,0,3,14,0
test_send_smtp_inline_images,609480832,0.25,1,0,3,15,0
test_feature_flags,609480832,0.34,1,0,3,2,0
test_warm_up_cache,609436996,0.6,0,0,1,7,1
test_run_query_order_by_metrics,609436996,0.33,1,0,1,126,1
test_run_query_single_groupby,609436996,0.33,1,0,1,93,1
test_send_bcc_smtp,609436996,0.33,1,0,1,22,0
test_send_mime,609436996,0.33,1,1,1,13,0
test_send_mime_dryrun,609436996,0.33,1,0,1,5,0
test_send_mime_noauth,609436996,0.33,1,1,1,8,0
test_send_mime_ssl,609436996,0.33,1,1,1,8,0
test_send_smtp,609436996,0.33,1,0,1,17,0
test_send_smtp_data,609436996,0.33,1,0,1,14,0
test_send_smtp_inline_images,609436996,0.33,1,0,1,15,0
test_save_slice,609436996,0.5,1,7,1,48,1
test_slices,609436996,0.72,0,3,1,14,1
test_feature_flags,609436996,0.35,1,0,1,2,0
test_druid_time_granularities,596311755,0.63,1,2,3,50,0
test_external_metadata,596311755,0.33,0,2,3,11,1
test_filter_druid_datasource,596311755,0.5,0,2,3,32,1
test_refresh_metadata,596311755,0.5,1,0,3,19,1
test_refresh_metadata_augment_type,596311755,0.5,0,0,3,23,1
