Test Case Name,Build ID,Flaky Frequency,Traceback Coverage,Test Smells,Previous State,Test Size,Flaky or Not
test_ignore_read_only_fields,724607629,0.33,0,0,0,17,1
test_repr,724607629,0.33,0,0,0,7,1
test_repr_date_field_included,724607629,0.33,0,0,0,14,1
test_repr_date_field_not_included,724607629,0.33,0,0,0,14,1
test_list_field_mapping,724607629,0.62,0,0,0,36,1
test_authtoken_serializer,724607629,0.57,0,0,0,21,1
test_iter_options,724607629,0.33,0,0,0,23,1
test_ignore_excluded_fields,724607629,0.33,0,0,0,15,1
test_renders_default_schema_with_custom_title_url_and_description,724507176,0.53,0,1,0,8,1
test_renders_openapi_json_schema,724507176,0.50,1,0,0,6,0
test_writes_schema_to_file_on_parameter,724507176,0.55,1,0,0,12,0
test_operation_id_viewset,724507176,0.57,0,0,0,13,1
test_component_should_not_be_generated_for_delete_method,724507176,0.56,1,0,0,9,0
test_mount_url_prefixed_to_paths,724507176,0.53,0,1,0,9,1
test_paths_construction,724507176,0.33,1,0,0,12,0
test_prefixed_paths_construction,724507176,0.50,1,0,0,10,0
test_schema_construction,724507176,0.32,0,0,0,9,1
test_schema_information,724507176,0.46,1,0,0,10,0
test_schema_information_empty,724507176,0.55,1,0,0,9,0
test_renders_default_schema_with_custom_title_url_and_description,724308084,0.50,0,1,0,8,1
test_renders_openapi_json_schema,724308084,0.47,0,0,0,6,1
test_writes_schema_to_file_on_parameter,724308084,0.50,1,0,0,12,0
test_operation_id_viewset,724308084,0.50,0,0,0,13,1
test_path_with_id_parameter,724308084,0.47,0,0,0,35,1
test_path_without_parameters,724308084,0.40,0,0,0,29,0
test_component_should_not_be_generated_for_delete_method,724308084,0.50,1,0,0,9,0
test_mount_url_prefixed_to_paths,724308084,0.50,0,1,0,9,1
test_paths_construction,724308084,0.31,0,0,0,12,1
test_prefixed_paths_construction,724308084,0.47,1,0,0,10,0
test_schema_construction,724308084,0.30,0,0,0,9,1
test_schema_information,724308084,0.42,1,0,0,10,0
test_schema_information_empty,724308084,0.50,1,0,0,9,0
test_renders_default_schema_with_custom_title_url_and_description,724169598,0.54,0,1,0,8,1
test_renders_openapi_json_schema,724169598,0.50,0,0,0,6,1
test_writes_schema_to_file_on_parameter,724169598,0.56,1,0,0,12,0
test_operation_id_viewset,724169598,0.60,0,0,0,13,1
test_path_with_id_parameter,724169598,0.50,0,0,0,35,1
test_path_without_parameters,724169598,0.41,0,0,0,29,0
test_component_should_not_be_generated_for_delete_method,724169598,0.57,1,0,0,9,0
test_mount_url_prefixed_to_paths,724169598,0.53,0,1,0,9,1
test_paths_construction,724169598,0.32,1,0,0,12,0
test_prefixed_paths_construction,724169598,0.50,1,0,0,10,0
test_schema_construction,724169598,0.31,0,0,0,9,1
test_schema_information,724169598,0.45,1,0,0,10,0
test_schema_information_empty,724169598,0.56,1,0,0,9,0
test_renders_default_schema_with_custom_title_url_and_description,723974113,0.50,0,1,0,8,1
test_renders_openapi_json_schema,723974113,0.46,0,0,0,6,1
test_writes_schema_to_file_on_parameter,723974113,0.50,1,0,0,12,0
test_operation_id_viewset,723974113,0.50,0,0,0,13,1
test_path_with_id_parameter,723974113,0.47,0,0,0,35,1
test_path_without_parameters,723974113,0.39,1,0,0,29,0
test_component_should_not_be_generated_for_delete_method,723974113,0.50,1,0,0,9,0
test_mount_url_prefixed_to_paths,723974113,0.50,0,1,0,9,1
test_paths_construction,723974113,0.30,1,0,0,12,0
test_prefixed_paths_construction,723974113,0.46,1,0,0,10,0
test_schema_construction,723974113,0.28,0,0,0,9,1
test_schema_information,723974113,0.40,1,0,0,10,0
test_schema_information_empty,723974113,0.50,1,0,0,9,0
test_anonymous_request,721938663,0.65,1,12,0,47,0
test_schema_for_regular_views,721938663,0.61,0,9,0,40,1
test_authenticated_request,721938663,0.67,1,34,0,149,0
test_json_with_url,721938663,0.33,1,0,0,9,0
test_json_field,721938663,0.33,0,0,0,13,1
test_list_field_mapping,721938663,0.57,0,0,0,36,1
test_coreapi_renders_default_schema_with_custom_title_url_and_description,714816340,0.43,0,1,0,18,1
test_mount_url_prefixed_to_paths,714816340,0.46,0,1,0,9,1
test_list_field_mapping,714816340,0.50,0,0,0,36,1
test_relations,714816340,0.33,0,0,0,12,1
test_document_with_link_named_data,714816340,0.73,0,4,0,21,1
test_document_with_link_named_data,704899151,0.70,0,4,0,21,1
test_serializer_is_subscriptable,704899151,0.33,1,0,0,1,0
test_list_serializer_is_subscriptable,704899151,0.33,1,0,0,1,0
test_serializer_validators,704899151,0.33,1,0,0,51,0
test_object_or_lazyness,704899151,0.40,0,0,0,16,1
test_object_or_lazyness,687417795,0.50,0,0,0,16,1
test_path_without_parameters,687417795,0.37,1,0,0,29,0
test_path_with_id_parameter,687417795,0.44,1,0,0,35,0
test_path_with_id_parameter,684829622,0.40,1,0,0,35,0
test_path_without_parameters,684829622,0.35,0,0,0,29,1
test_component_should_not_be_generated_for_delete_method,684829622,0.40,1,0,0,9,0
test_authtoken_serializer,684829622,0.50,0,0,0,21,1
test_mount_url_prefixed_to_paths,684829622,0.42,0,1,0,9,1
test_paths_construction,684829622,0.27,1,0,0,12,0
test_prefixed_paths_construction,684829622,0.42,1,0,0,10,0
test_authtoken_serializer,684828330,0.60,0,0,0,21,1
test_prefixed_paths_construction,684828330,0.45,1,0,0,10,0
test_paths_construction,684828330,0.28,1,0,0,12,0
test_mount_url_prefixed_to_paths,684828330,0.45,0,1,0,9,1
test_path_with_id_parameter,684828330,0.43,1,0,0,35,0
test_path_without_parameters,684828330,0.36,0,0,0,29,1
test_component_should_not_be_generated_for_delete_method,684828330,0.50,1,0,0,9,0
test_path_without_parameters,683404362,0.33,0,0,0,29,1
test_path_with_id_parameter,683404362,0.38,1,0,0,35,0
test_render_dict_with_iteritems_key,683306008,0.57,0,0,0,10,1
test_render_when_resource_created,683306008,0.57,0,0,0,15,1
test_document_with_link_named_data,683306008,0.67,0,4,0,21,1
test_html_renderer_is_first,683306008,0.57,0,0,0,4,1
test_only_html_renderer,683306008,0.57,0,0,0,4,1
test_form_has_label_and_help_text,683306008,0.50,0,0,0,4,1
test_base_template_with_context,683306008,0.62,0,0,0,3,1
test_base_template_with_no_context,683306008,0.70,0,0,0,5,1
test_logout_shown_when_logged_in,683306008,0.55,0,0,0,4,1
test_name_shown_when_logged_in,683306008,0.55,0,0,0,4,1
test_dropdown_not_shown_when_logged_in,683306008,0.50,0,0,0,4,1
test_dropdown_not_shown_when_logged_out,683306008,0.50,0,0,0,3,1
test_login,683306008,0.50,0,0,0,6,1
test_browsable_api,683306008,0.77,0,0,0,5,1
test_post_many_post_view,683306008,0.55,0,0,0,11,1
test_login_shown_when_logged_out,683306008,0.50,0,0,0,3,1
test_get_template_context,683306008,0.58,0,0,0,9,1
test_post_error_root_view,683306008,0.58,0,0,0,9,1
test_put_error_instance_view,683306008,0.58,0,0,0,8,1
test_m2m_in_browsable_api,683306008,0.50,0,0,0,7,1
test_dynamic_serializer_form_in_browsable_api,683306008,0.50,0,0,0,9,1
test_only_permitted_forms_are_displayed,683306008,0.70,0,0,0,6,1
test_contains_headers_of_api_response,683306008,0.57,0,0,0,11,1
test_parse_error_renderers_browsable_api,683306008,0.58,0,0,0,4,1
test_extra_actions_dropdown,683306008,0.57,0,0,0,4,1
test_render_dict,683306008,0.67,0,0,0,10,1
test_render_dict_with_items_key,683306008,0.50,0,0,0,10,1
test_render_dict_with_iteritems_key,683305220,0.67,0,0,0,10,1
test_dropdown_not_shown_when_logged_in,683305220,0.56,0,0,0,4,1
test_dropdown_not_shown_when_logged_out,683305220,0.56,0,0,0,3,1
test_login,683305220,0.56,0,0,0,6,1
test_browsable_api,683305220,0.83,0,0,0,5,1
test_post_many_post_view,683305220,0.60,0,0,0,11,1
test_form_has_label_and_help_text,683305220,0.56,0,0,0,4,1
test_extra_actions_dropdown,683305220,0.67,0,0,0,4,1
test_only_html_renderer,683305220,0.67,0,0,0,4,1
test_html_renderer_is_first,683305220,0.67,0,0,0,4,1
test_document_with_link_named_data,683305220,0.75,0,4,0,21,1
test_render_when_resource_created,683305220,0.67,0,0,0,15,1
test_render_dict_with_items_key,683305220,0.56,0,0,0,10,1
test_render_dict,683305220,0.75,0,0,0,10,1
test_base_template_with_context,683305220,0.71,0,0,0,3,1
test_parse_error_renderers_browsable_api,683305220,0.64,0,0,0,4,1
test_contains_headers_of_api_response,683305220,0.67,0,0,0,11,1
test_only_permitted_forms_are_displayed,683305220,0.78,0,0,0,6,1
test_dynamic_serializer_form_in_browsable_api,683305220,0.56,0,0,0,9,1
test_m2m_in_browsable_api,683305220,0.56,0,0,0,7,1
test_put_error_instance_view,683305220,0.64,0,0,0,8,1
test_post_error_root_view,683305220,0.64,0,0,0,9,1
test_get_template_context,683305220,0.64,0,0,0,9,1
test_base_template_with_no_context,683305220,0.78,0,0,0,5,1
test_login_shown_when_logged_out,683305220,0.56,0,0,0,3,1
test_logout_shown_when_logged_in,683305220,0.60,0,0,0,4,1
test_name_shown_when_logged_in,683305220,0.60,0,0,0,4,1
test_given_context_not_overridden,683305220,0.33,1,0,0,10,0
test_url_under_same_key_not_replaced,678378471,0.56,0,0,0,8,1
test_manually_routing_nested_routes,678378471,0.60,0,5,0,22,1
test_schema_for_regular_views,678378471,0.59,0,9,0,40,1
test_schema_generator_excludes_correctly,678378471,0.43,0,3,0,15,1
test_from_router,678378471,0.78,1,5,0,26,0
test_manually_routing_generic_view,678378471,0.60,1,0,0,17,0
test_coreapi_renders_default_schema_with_custom_title_url_and_description,678378471,0.33,0,1,0,18,1
test_url_under_same_key_not_replaced_another,678378471,0.50,0,0,0,11,1
test_schema_construction,678326795,0.25,0,0,0,9,1
test_schema_information_empty,678326795,0.43,1,0,0,9,0
test_schema_with_no_paths,678326795,0.33,1,0,0,5,0
test_serializer_model,678326795,0.50,1,0,0,11,0
test_component_should_not_be_generated_for_delete_method,678326795,0.33,1,0,0,9,0
test_duplicate_component_name,678326795,0.50,1,0,0,15,0
test_mount_url_prefixed_to_paths,678326795,0.40,0,1,0,9,1
test_paths_construction,678326795,0.25,1,0,0,12,0
test_prefixed_paths_construction,678326795,0.40,1,0,0,10,0
test_renders_default_schema_with_custom_title_url_and_description,678326795,0.45,0,1,0,8,1
test_renders_openapi_json_schema,678326795,0.42,1,0,0,6,0
test_writes_schema_to_file_on_parameter,678326795,0.43,1,0,0,12,0
test_auto_generated_apiview_tags,678326795,0.40,1,0,0,13,0
test_duplicate_operation_id,678326795,0.33,1,0,0,13,0
test_operation_id_viewset,678326795,0.33,0,0,0,13,1
test_overridden_get_tags_method,678326795,0.33,1,0,0,17,0
test_overridden_tags,678326795,0.40,1,0,0,8,0
test_repeat_operation_ids,678326795,0.50,1,0,0,11,0
test_authtoken_serializer,678326795,0.50,0,0,0,21,1
test_component_name,678326795,0.50,1,0,0,10,0
test_viewset_action_attr,659700297,0.33,1,0,0,5,0
test_viewset_action_attr_for_extra_action,659700297,0.33,1,0,0,5,0
test_pk_related_lookup_exists,658961525,0.33,1,0,0,2,0
test_pk_related_lookup_invalid_type,658961525,0.50,1,0,0,4,0
test_hyperlinked_related_internal_type_error,658961525,0.33,1,1,0,6,0
test_hyperlinked_related_lookup_does_not_exist,658961525,0.50,1,1,0,4,0
test_hyperlinked_related_lookup_exists,658961525,0.33,1,1,0,2,0
test_hyperlinked_related_lookup_url_encoded_exists,658961525,0.33,1,1,0,2,0
test_hyperlinked_related_lookup_url_space_encoded_exists,658961525,0.33,1,1,0,2,0
test_hyperlinked_related_queryset_type_error,658961525,0.33,1,0,0,1,0
test_hyperlinked_related_queryset_value_error,658961525,0.33,1,0,0,1,0
test_bug_2489,658961525,0.33,1,0,0,3,0
test_explicit_many_false,658961525,0.33,1,0,0,3,0
test_pk_related_lookup_does_not_exist,658961525,0.50,1,0,0,4,0
test_should_only_return_decorated_methods,658540616,0.33,1,0,0,12,0
test_authtoken_serializer,657390612,0.33,0,0,0,21,1
test_auto_generated_apiview_tags,656363306,0.25,1,0,0,13,0
test_overridden_tags,656363306,0.25,0,0,0,8,0
test_path_with_id_parameter,656363306,0.33,1,0,0,35,0
test_path_without_parameters,656363306,0.30,1,0,0,29,0
test_repeat_operation_ids,656363306,0.43,1,0,0,11,0
test_component_name,656363306,0.33,1,0,0,10,0
test_paths_construction,656363306,0.22,1,0,0,12,0
test_mount_url_prefixed_to_paths,656363306,0.33,0,1,0,9,1
test_schema_information_empty,656363306,0.33,1,0,0,9,0
test_duplicate_component_name,656363306,0.33,1,0,0,15,0
test_schema_information,656363306,0.33,1,0,0,10,0
test_schema_construction,656363306,0.22,0,0,0,9,1
test_renders_openapi_json_schema,656363306,0.36,1,0,0,6,0
test_prefixed_paths_construction,656363306,0.33,1,0,0,10,0
test_writes_schema_to_file_on_parameter,656363306,0.33,1,0,0,12,0
test_renders_default_schema_with_custom_title_url_and_description,656363306,0.40,0,1,0,8,1
test_serializer_model,656363306,0.33,1,0,0,11,0
test_path_without_parameters,656350700,0.32,1,0,0,29,0
test_schema_information_empty,656350700,0.40,1,0,0,9,0
test_schema_information,656350700,0.38,1,0,0,10,0
test_schema_construction,656350700,0.23,0,0,0,9,1
test_prefixed_paths_construction,656350700,0.38,1,0,0,10,0
test_paths_construction,656350700,0.23,1,0,0,12,0
test_renders_default_schema_with_custom_title_url_and_description,656350700,0.44,0,1,0,8,1
test_mount_url_prefixed_to_paths,656350700,0.38,0,1,0,9,1
test_repeat_operation_ids,656350700,0.50,1,0,0,11,0
test_path_with_id_parameter,656350700,0.36,1,0,0,35,0
test_overridden_tags,656350700,0.33,0,0,0,8,0
test_auto_generated_apiview_tags,656350700,0.33,1,0,0,13,0
test_writes_schema_to_file_on_parameter,656350700,0.40,1,0,0,12,0
test_renders_openapi_json_schema,656350700,0.40,1,0,0,6,0
test_mount_url_prefixed_to_paths,653033856,0.29,0,1,0,9,1
test_paths_construction,653033856,0.19,1,0,0,12,0
test_prefixed_paths_construction,653033856,0.29,1,0,0,10,0
test_schema_construction,653033856,0.19,0,0,0,9,1
test_schema_information,653033856,0.29,1,0,0,10,0
test_schema_information_empty,653033856,0.25,1,0,0,9,0
test_renders_default_schema_with_custom_title_url_and_description,653033856,0.38,0,1,0,8,1
test_renders_openapi_json_schema,653033856,0.33,1,0,0,6,0
test_writes_schema_to_file_on_parameter,653033856,0.25,1,0,0,12,0
test_operation_id_generation,653033856,0.40,0,0,0,11,1
test_path_with_id_parameter,653033856,0.30,1,0,0,35,0
test_path_without_parameters,653033856,0.29,0,0,0,29,0
test_repeat_operation_ids,653033856,0.40,1,0,0,11,0
test_path_without_parameters,653023681,0.30,0,0,0,29,0
test_repeat_operation_ids,653023681,0.50,1,0,0,11,0
test_mount_url_prefixed_to_paths,653023681,0.33,1,1,0,9,0
test_paths_construction,653023681,0.20,1,0,0,12,0
test_prefixed_paths_construction,653023681,0.33,1,0,0,10,0
test_schema_construction,653023681,0.20,0,0,0,9,1
test_schema_information,653023681,0.33,1,0,0,10,0
test_schema_information_empty,653023681,0.33,1,0,0,9,0
test_path_with_id_parameter,653023681,0.33,1,0,0,35,0
test_operation_id_generation,653023681,0.50,0,0,0,11,1
test_writes_schema_to_file_on_parameter,653023681,0.33,1,0,0,12,0
test_renders_openapi_json_schema,653023681,0.38,1,0,0,6,0
test_renders_default_schema_with_custom_title_url_and_description,653023681,0.43,0,1,0,8,1
test_response_body_generation,653023681,0.43,1,0,0,20,0
test_list_response_body_generation,650013499,0.50,1,0,0,42,0
test_paginated_list_response_body_generation,650013499,0.33,1,0,0,52,0
test_response_body_generation,650013499,0.50,1,0,0,20,0
test_retrieve_response_body_generation,650013499,0.50,1,0,0,49,0
test_repeat_operation_ids,641378229,0.33,0,0,0,11,1
test_operation_id_generation,641378229,0.33,0,0,0,11,1
test_path_without_parameters,641378229,0.26,0,0,0,29,0
test_must_call_distinct_subsequent_m2m_fields,641378229,0.33,1,0,0,10,0
test_default_validator_with_multiple_fields_with_same_source,641378229,0.33,1,0,0,20,0
test_relation_field_property_source,641378229,0.33,1,0,0,8,0
test_openapi_yaml_rendering_without_aliases,641378229,0.25,1,0,0,10,0
test_serializer_callable_default,641378229,0.25,0,0,0,13,1
test_extra_actions,635615159,0.50,0,0,0,12,1
test_detail_view,635615159,0.33,1,3,0,9,0
test_list_view,635615159,0.50,0,3,0,8,1
test_serializer,635615159,0.33,1,0,0,0,0
test_openapi_yaml_rendering_without_aliases,635615159,0.20,1,0,0,10,0
test_serializer_callable_default,627929297,0.33,1,0,0,13,1
test_extra_actions,627929297,0.33,0,0,0,12,1
test_list_view,627929297,0.33,0,3,0,8,1
test_response_body_generation,627929297,0.40,1,0,0,20,0
test_response_body_nested_serializer,627929297,0.40,1,0,0,26,0
test_openapi_yaml_rendering_without_aliases,627929297,0.33,1,0,0,10,0
test_response_body_generation,624818781,0.50,1,0,0,20,0
test_render_selected_option_with_string_option_ids,624818781,0.50,1,0,0,13,0
test_render_selected_option_with_integer_option_ids,624818781,0.50,1,0,0,11,0
test_outputs,624818781,0.67,1,0,0,4,0
test_response_body_nested_serializer,624818781,0.50,1,0,0,26,0
test_writeable_fields_with_source,624818781,0.33,1,0,0,21,0
test_read_only_fields_with_default_and_source,624818781,0.33,1,0,0,13,0
test_permission_denied_with_custom_detail,618021025,0.71,0,0,0,5,0
test_permission_denied_for_object_with_custom_detail,618021025,0.71,0,0,0,5,1
test_writable_fields,618021025,0.33,0,0,0,5,1
test_validate_read_only,618021025,0.50,0,0,0,7,1
test_surrogate_characters,618021025,0.25,1,0,0,11,0
test_surrogate_characters,616090193,0.33,1,0,0,11,0
test_extra_attrs,616090193,0.33,1,0,0,0,0
test_writable_fields,616090193,0.25,0,0,0,5,1
test_validate_read_only,616090193,0.40,0,0,0,7,1
test_put_form_session_auth_passing,609603093,0.50,1,0,0,11,0
test_post_form_failing_token_auth,609603093,0.50,1,0,0,5,0
test_permission_message_with_no_authentication_classes,609603093,0.60,1,0,0,17,0
test_remote_user_works,609603093,0.50,1,0,0,3,0
test_post_form_passing_basic_auth,609603093,0.50,1,0,0,12,0
test_token_login_json_missing_fields,609603093,0.50,1,0,0,5,0
test_token_login_json_bad_creds,609603093,0.50,1,0,0,11,0
test_token_login_json,609603093,0.43,1,0,0,9,0
test_token_login_form,609603093,0.33,1,0,0,8,0
test_post_json_passing_token_auth,609603093,0.50,1,0,0,10,0
test_permission_denied,609603093,0.60,1,0,0,5,0
test_permission_denied_for_object,609603093,0.60,1,0,0,5,0
test_permission_denied_for_object_with_custom_detail,609603093,0.67,0,0,0,5,1
test_permission_denied_with_custom_detail,609603093,0.67,1,0,0,5,0
test_post_form_session_auth_passing_csrf,609603093,0.33,1,0,0,15,0
test_post_form_failing_basic_auth,609603093,0.50,1,0,0,3,0
test_post_json_failing_basic_auth,609603093,0.50,1,0,0,8,0
test_post_json_passing_basic_auth,609603093,0.43,1,0,0,13,0
test_post_form_session_auth_failing,609603093,0.56,1,0,0,5,0
test_post_form_session_auth_passing,609603093,0.50,1,0,0,11,0
test_post_json_makes_one_db_query,609603093,0.50,1,0,0,11,0
test_post_json_failing_token_auth,609603093,0.50,1,0,0,7,0
test_post_form_passing_token_auth,609603093,0.60,1,0,0,9,0
test_only_permitted_forms_are_displayed,609603093,0.75,0,0,0,6,1
test_filter_queryset_do_not_skip_existing_attribute,609603093,0.50,1,0,0,16,0
test_writeable,609603093,0.50,1,0,0,0,0
test_render_when_resource_created,606390644,0.60,0,0,0,15,1
test_html_renderer_is_first,606390644,0.60,0,0,0,4,1
test_only_html_renderer,606390644,0.60,0,0,0,4,1
test_form_has_label_and_help_text,606390644,0.50,0,0,0,4,1
test_base_template_with_context,606390644,0.67,0,0,0,3,1
test_base_template_with_no_context,606390644,0.75,0,0,0,5,1
test_login_view_renders_on_get,606390644,0.67,0,0,0,7,1
test_login_shown_when_logged_out,606390644,0.50,0,0,0,3,1
test_logout_shown_when_logged_in,606390644,0.56,0,0,0,4,1
test_name_shown_when_logged_in,606390644,0.56,0,0,0,4,1
test_dropdown_not_shown_when_logged_in,606390644,0.50,0,0,0,4,1
test_dropdown_not_shown_when_logged_out,606390644,0.50,0,0,0,3,1
test_login,606390644,0.50,0,0,0,6,1
test_browsable_api,606390644,0.82,0,0,0,5,1
test_post_many_post_view,606390644,0.56,0,0,0,11,1
test_get_template_context,606390644,0.60,0,0,0,9,1
test_post_error_root_view,606390644,0.60,0,0,0,9,1
test_put_error_instance_view,606390644,0.60,0,0,0,8,1
test_m2m_in_browsable_api,606390644,0.50,0,0,0,7,1
test_dynamic_serializer_form_in_browsable_api,606390644,0.50,0,0,0,9,1
test_only_permitted_forms_are_displayed,606390644,0.71,0,0,0,6,1
test_contains_headers_of_api_response,606390644,0.60,0,0,0,11,1
test_parse_error_renderers_browsable_api,606390644,0.60,0,0,0,4,1
test_extra_actions_dropdown,606390644,0.60,0,0,0,4,1
test_render_dict,606390644,0.71,0,0,0,10,1
test_render_dict_with_items_key,606390644,0.50,0,0,0,10,1
test_render_dict_with_iteritems_key,606390644,0.60,0,0,0,10,1
test_filter_queryset_do_not_skip_existing_attribute,606390644,0.50,1,0,0,16,0
test_writeable,606390644,0.33,1,0,0,0,0
test_contains_headers_of_api_response,605548508,0.50,0,0,0,11,1
test_dropdown_not_shown_when_logged_in,605548508,0.43,0,0,0,4,1
test_name_shown_when_logged_in,605548508,0.50,0,0,0,4,1
test_logout_shown_when_logged_in,605548508,0.50,0,0,0,4,1
test_get_template_context,605548508,0.56,0,0,0,9,1
test_base_template_with_no_context,605548508,0.71,0,0,0,5,1
test_put_error_instance_view,605548508,0.56,0,0,0,8,1
test_m2m_in_browsable_api,605548508,0.43,0,0,0,7,1
test_dynamic_serializer_form_in_browsable_api,605548508,0.43,0,0,0,9,1
test_only_permitted_forms_are_displayed,605548508,0.67,0,0,0,6,1
test_login_view_renders_on_get,605548508,0.60,0,0,0,7,1
test_parse_error_renderers_browsable_api,605548508,0.56,0,0,0,4,1
test_extra_actions_dropdown,605548508,0.50,0,0,0,4,1
test_render_dict,605548508,0.67,0,0,0,10,1
test_render_dict_with_items_key,605548508,0.43,0,0,0,10,1
test_render_dict_with_iteritems_key,605548508,0.50,0,0,0,10,1
test_render_when_resource_created,605548508,0.50,0,0,0,15,1
test_html_renderer_is_first,605548508,0.50,0,0,0,4,1
test_only_html_renderer,605548508,0.50,0,0,0,4,1
test_login_shown_when_logged_out,605548508,0.43,0,0,0,3,1
test_form_has_label_and_help_text,605548508,0.43,0,0,0,4,1
test_base_template_with_context,605548508,0.60,0,0,0,3,1
test_dropdown_not_shown_when_logged_out,605548508,0.43,0,0,0,3,1
test_login,605548508,0.43,0,0,0,6,1
test_browsable_api,605548508,0.80,0,0,0,5,1
test_post_many_post_view,605548508,0.50,0,0,0,11,1
test_post_error_root_view,605548508,0.56,0,0,0,9,1
test_source,604344560,0.33,0,0,0,5,1
test_custom_to_internal_value,604344560,0.33,0,0,0,22,1
test_nested_validate,604344560,0.33,0,0,0,11,1
test_field_validate,604344560,0.33,0,0,0,4,1
test_dotted_source_field_error,604344560,0.50,0,0,0,17,1
test_dotted_source_field_create_and_update,604344560,0.33,0,0,0,10,1
test_filter_queryset_do_not_skip_existing_attribute,604344560,0.43,1,0,0,16,0
test_field_null_validate,604344560,0.50,0,0,0,4,1
test_filter_queryset_do_not_skip_existing_attribute,602431570,0.50,1,0,0,16,0
test_base_template_with_no_context,602431570,0.67,1,0,0,5,0
